,depth,table,carat,price
1,-0.18851839378238822,0.8598321243523301,0.9631154922279794,9212.884901554404
2,-0.003053381898409047,0.014983099325146725,1.2246055059035683,2.387872499429631
3,60.56551724137931,57.31172413793104,0.4779310344827587,1450.8103448275863
4,-1.1753327586206979,-0.07507586206896377,-0.3085389655172413,-2407.3876551724134
5,-0.019036549685025356,-0.0013082426981285552,-0.39230862654295945,-0.6239668506314122
6,62.31228571428572,58.082857142857144,0.43882857142857135,1231.0828571428572
7,0.5714357142857125,0.6960571428571427,-0.34764142857142866,-2627.115142857143
8,0.009255391111164041,0.012129220358290456,-0.4420275771121958,-0.6809176571179455
9,59.771875,60.877604166666664,0.8353125,3704.71875
10,-1.9689750000000075,3.4908041666666634,0.04884250000000001,-153.47924999999987
11,-0.03189096036092809,0.060829392241188975,0.06210344959121138,-0.039780034617196904
12,63.789130434782614,58.376086956521746,1.0023913043478263,4422.347826086957
13,2.0482804347826047,0.9892869565217453,0.2159213043478263,564.1498260869571
14,0.03317544923308643,0.01723892875228703,0.2745448705580967,0.1462210664374812
15,62.162412993039446,55.09350348027842,0.4574709976798143,1338.5962877030163
16,0.4215629930394371,-2.2932965197215793,-0.3289990023201857,-2519.6017122969834
17,0.006827942813217458,-0.03996209092895194,-0.4183236516589135,-0.653051427712363
18,61.73166666666667,56.687777777777775,1.1141388888888888,6222.527777777777
19,-0.00918333333333976,-0.6990222222222258,0.3276688888888888,2364.3297777777775
20,-0.00014873998873257753,-0.0121808886751348,0.4166324066892428,0.6128067501402928
